"crash_date_time","collision_type","weather","surface_condition","light","driver_at_fault","injury_severity","vehicle_first_impact_location","vehicle_body_type","vehicle_movement","vehicle_going_dir","speed_limit","vehicle_year","vehicle_make","vehicle_model","latitude","longitude","location"
"10/19/2016 03:56:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","SUSPECTED MINOR INJURY","SIX OCLOCK","MOTORCYCLE","STOPPED IN TRAFFIC LANE","East","35","2014","BMW","MC","39.08070333","-77.152765","(39.08070333, -77.152765)"
"10/19/2016 03:48:00 PM","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","ACCELERATING","South","30","2013","HONDA","ACCORD","39.08113167","-76.946445","(39.08113167, -76.946445)"
"10/19/2016 02:48:00 PM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","50","2002","FORD","TK","39.12642","-77.09565333","(39.12642, -77.09565333)"
"10/19/2016 01:35:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","East","25","2015","MERCEDES","GL550","39.11383674","-77.20633104","(39.11383674, -77.20633104)"
"10/19/2016 09:33:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","South","35","2016","LEXUS","MDX","39.01364833","-77.099255","(39.01364833, -77.099255)"
"10/19/2016 07:59:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","VAN","SLOWING OR STOPPING","West","35","1999","DODGE","CARAVAN","39.09131333","-77.06726333","(39.09131333, -77.06726333)"
"10/19/2016 06:08:00 AM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","25","2008","PONTIAC","G6","38.98384","-77.09254333","(38.98384, -77.09254333)"
"10/18/2016 11:10:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","2005","JEEP","GRAND CHEROKEE","39.07560158","-76.99397922","(39.07560158, -76.99397922)"
"10/18/2016 08:30:00 PM","HEAD ON","CLEAR","DRY","DARK NO LIGHTS","Yes","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","30","2012","NISSAN","ALTIMA","39.071391","-77.285053","(39.071391, -77.285053)"
"10/18/2016 07:16:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","2004","MERCEDES","E500","39.07703167","-77.00166333","(39.07703167, -77.00166333)"
"10/18/2016 05:51:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","VAN","MOVING CONSTANT SPEED","West","40","2013","DODGE","CARAVAN","39.11663167","-76.965645","(39.11663167, -76.965645)"
"10/18/2016 04:51:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","UNKNOWN","North","40","2014","HONDA","CIVIC","39.185534","-77.23958105","(39.185534, -77.23958105)"
"10/18/2016 04:32:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","35","2001","BMW","4S","39.06910467","-77.114034","(39.06910467, -77.114034)"
"10/18/2016 04:27:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","POSSIBLE INJURY","THREE OCLOCK","PASSENGER CAR","MAKING U TURN","East","40","2008","FORD","FOCUS","39.024135","-77.02330333","(39.024135, -77.02330333)"
"10/18/2016 12:47:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","40","2005","VOLKSWAGON","JETTA","39.01608278","-76.97748095","(39.01608278, -76.97748095)"
"10/18/2016 12:08:00 PM","ANGLE MEETS RIGHT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","West","25","2014","NISS","SU","39.02576167","-77.04634833","(39.02576167, -77.04634833)"
"10/18/2016 11:35:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","35","2004","MERCURY","MOUNTAINEER","39.15775","-77.20455167","(39.15775, -77.20455167)"
"10/18/2016 10:35:00 AM","SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","PICKUP TRUCK","SLOWING OR STOPPING","North","30","2010","TOYOTA","TACOMA","39.28907833","-77.20558833","(39.28907833, -77.20558833)"
"10/18/2016 08:55:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","55","2002","HOND","ACCORD","39.10823333","-76.93126","(39.10823333, -76.93126)"
"10/18/2016 08:17:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","55","2006","TOYOTA","COROLLA","39.014315","-77.05765333","(39.014315, -77.05765333)"
"10/18/2016 08:14:00 AM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","EIGHT OCLOCK","PICKUP TRUCK","MAKING LEFT TURN","East","45","2015","FORD","F150","39.094025","-77.11114333","(39.094025, -77.11114333)"
"10/18/2016 08:06:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","35","2010","SUBARU","T4W","38.96201167","-77.08780667","(38.96201167, -77.08780667)"
"10/18/2016 06:53:00 AM","SAME DIR REAR END","CLEAR","DRY","DARK NO LIGHTS","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","30","2015","HYUNDAI","SONATA","39.17279333","-77.05915","(39.17279333, -77.05915)"
"10/17/2016 09:35:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","25","2010","HOND","FIT","38.99906333","-76.98922","(38.99906333, -76.98922)"
"10/17/2016 08:10:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","45","2011","VW","GTI","39.04034672","-77.10973129","(39.04034672, -77.10973129)"
"10/17/2016 05:25:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","30","2015","VW","GOLF","38.99692","-77.00526","(38.99692, -77.00526)"
"10/17/2016 04:34:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ONE OCLOCK","MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))","STOPPED IN TRAFFIC LANE","South","25","2007","MACK","DUMP TRUCK","38.996235","-76.99067333","(38.996235, -76.99067333)"
"10/17/2016 03:00:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","40","2005","VOLK","JETTA","39.10277333","-77.22132167","(39.10277333, -77.22132167)"
"10/17/2016 01:35:00 PM","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","VAN","MAKING LEFT TURN","East","25","2003","CHEV","VAN","38.98424667","-77.09215667","(38.98424667, -77.09215667)"
"10/17/2016 12:59:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","40","2001","ACUR","3.2 CL","39.19773833","-77.24464333","(39.19773833, -77.24464333)"
"10/17/2016 11:30:00 AM","SAME DIR REAR END","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","SEVEN OCLOCK","POLICE VEHICLE/NON EMERGENCY","BACKING","North","30","2007","DODGE","CHARGER","38.95867464","-77.13096097","(38.95867464, -77.13096097)"
"10/17/2016 09:46:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TEN OCLOCK","CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))","MOVING CONSTANT SPEED","North","40","2015","FORD","TRUCK","39.04442","-77.11100667","(39.04442, -77.11100667)"
"10/17/2016 07:36:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","EIGHT OCLOCK","SCHOOL BUS","SLOWING OR STOPPING","East","35","2007","THOMAS","BUS","39.036365","-77.02557167","(39.036365, -77.02557167)"
"10/17/2016 06:17:00 AM","SINGLE VEHICLE","FOGGY","DRY","DARK NO LIGHTS","No","NO APPARENT INJURY","TWELVE OCLOCK","POLICE VEHICLE/EMERGENCY","MOVING CONSTANT SPEED","West","30","2008","FORD","CROWN VIC","39.21409667","-77.295885","(39.21409667, -77.295885)"
"10/16/2016 03:45:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","EIGHT OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","40","2004","HOND","ODYSSEY","39.01868","-77.014225","(39.01868, -77.014225)"
"10/16/2016 02:53:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","40","2000","TOYT","4S","39.01256667","-76.97869167","(39.01256667, -76.97869167)"
"10/16/2016 12:43:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","30","2009","NISS","VERSA","39.05751502","-76.968171","(39.05751502, -76.968171)"
"10/16/2016 09:22:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","N/A","DAYLIGHT","Yes","NO APPARENT INJURY","THREE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","45","2014","FORD","FOCUS 4S","39.14511616","-77.14997783","(39.14511616, -77.14997783)"
"10/16/2016 03:55:00 AM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","SUSPECTED SERIOUS INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","25","2015","CHEVY","MALIBU","38.98545833","-76.99686833","(38.98545833, -76.99686833)"
"10/16/2016 12:47:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","POSSIBLE INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","East","50","2016","TOYOTA","RAV4","39.162657","-77.283144","(39.162657, -77.283144)"
"10/15/2016 09:40:00 PM","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DUSK","No","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","45","2002","NISSAN","ALTIMA","39.06935833","-77.10460833","(39.06935833, -77.10460833)"
"10/15/2016 09:03:00 PM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","25","2014","CHEV","4S","39.12475651","-77.18079239","(39.12475651, -77.18079239)"
"10/15/2016 06:36:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DUSK","No","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","45","2003","HONDA","PILOT","39.04101441","-76.99586883","(39.04101441, -76.99586883)"
"10/15/2016 05:10:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","45","2004","HOND","ODYSSEY","39.141155","-77.15209167","(39.141155, -77.15209167)"
"10/15/2016 04:05:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","55","2013","ACURA","RDX","39.01357833","-77.03702667","(39.01357833, -77.03702667)"
"10/15/2016 03:30:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","25","2007","HOND","TK","39.09242167","-77.08261167","(39.09242167, -77.08261167)"
"10/15/2016 02:09:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","30","2002","MERCEDES","S430","39.00393167","-77.00601167","(39.00393167, -77.00601167)"
"10/15/2016 12:25:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","SUSPECTED MINOR INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","East","40","2010","TOYOTA","CAMRY","38.996085","-77.16792833","(38.996085, -77.16792833)"
"10/15/2016 09:42:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","1995","HONDA","CIVIC","39.102475","-77.14177167","(39.102475, -77.14177167)"
"10/14/2016 11:35:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","2009","DODGE","AVENGER","39.10296333","-77.22124667","(39.10296333, -77.22124667)"
"10/14/2016 10:27:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK NO LIGHTS","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","35","2013","TOYOTA","RAV4","39.120685","-77.18052833","(39.120685, -77.18052833)"
"10/14/2016 09:31:00 PM","OTHER","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","30","2014","NISSAN","VERSA","39.06127833","-77.04554","(39.06127833, -77.04554)"
"10/14/2016 08:05:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","35","2013","NISSAN","ALTIMA","39.03247333","-77.07432","(39.03247333, -77.07432)"
"10/14/2016 07:10:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","Unknown","40","2013","GMC","TERRAIN","39.01755833","-77.00700833","(39.01755833, -77.00700833)"
"10/14/2016 06:58:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","South","35","1997","TOYT","CAMRY","39.15243","-77.21258833","(39.15243, -77.21258833)"
"10/14/2016 06:40:00 PM","HEAD ON","CLEAR","DRY","DUSK","No","NO APPARENT INJURY","TWELVE OCLOCK","TRANSIT BUS","STOPPED IN TRAFFIC LANE","East","30","2005","ORION","BUS","39.11476167","-77.237875","(39.11476167, -77.237875)"
"10/14/2016 04:54:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","40","2000","VOLKS","JETTA","39.09609167","-77.00048333","(39.09609167, -77.00048333)"
"10/14/2016 04:23:00 PM","ANGLE MEETS LEFT HEAD ON","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MAKING LEFT TURN","East","40","2016","HONDA","CRV","39.23300833","-77.237685","(39.23300833, -77.237685)"
"10/14/2016 04:07:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","25","2015","NISS","VERSA","39.140835","-77.21077","(39.140835, -77.21077)"
"10/14/2016 02:18:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SEVEN OCLOCK","CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))","MOVING CONSTANT SPEED","North","30","2015","INTL","BOX TRUCK","39.21218667","-77.14232167","(39.21218667, -77.14232167)"
"10/14/2016 01:49:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","ACCELERATING","East","40","2015","NISSAN","NV200","38.99211167","-77.161205","(38.99211167, -77.161205)"
"10/14/2016 01:01:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","THREE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","45","1997","LINCOLN","TOWNCAR","39.01391833","-77.00427","(39.01391833, -77.00427)"
"10/14/2016 12:23:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","35","2014","TOYT","YARIS","39.15238499","-77.19239831","(39.15238499, -77.19239831)"
"10/14/2016 11:17:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","UNDERSIDE","PASSENGER CAR","RIGHT TURN ON RED","West","45","2013","TOYOTA","TACOMA","39.1029059","-77.22057492","(39.1029059, -77.22057492)"
"10/14/2016 09:00:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED SERIOUS INJURY","TWELVE OCLOCK","PASSENGER CAR","OTHER","West","45","2009","HONDA","ACCORD","39.15402","-77.250215","(39.15402, -77.250215)"
"10/14/2016 08:16:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","East","30","2017","AUDI","Q7","39.03742833","-77.02666167","(39.03742833, -77.02666167)"
"10/14/2016 07:38:00 AM","SAME DIR BOTH LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWO OCLOCK","PICKUP TRUCK","MAKING LEFT TURN","South","30","2003","CHEVY","PU","39.03994","-76.99042167","(39.03994, -76.99042167)"
"10/13/2016 11:16:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","SIX OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","South","40","2015","NISS","PATH","39.029355","-76.98339667","(39.029355, -76.98339667)"
"10/13/2016 08:00:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK -- UNKNOWN LIGHTING","Yes","NO APPARENT INJURY","UNKNOWN","PICKUP TRUCK","MAKING U TURN","South","40","2009","TOYOTA","TAKOMA","39.04475584","-77.11163968","(39.04475584, -77.11163968)"
"10/13/2016 07:23:00 PM","SAME DIR REAR END","CLEAR","DRY","DUSK","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","35","2000","FORD","TK","39.13187833","-77.18843","(39.13187833, -77.18843)"
"10/13/2016 06:01:00 PM","SAME DIR REAR END","CLEAR","DRY","DUSK","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","SLOWING OR STOPPING","North","35","2005","TOYOTA","HIGHLANDER","39.020045","-77.16147","(39.020045, -77.16147)"
"10/13/2016 05:43:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","35","2001","FORD","FOCUS","39.03655167","-77.19368333","(39.03655167, -77.19368333)"
"10/13/2016 05:31:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2003","LEXU","CN","39.04016833","-77.15698833","(39.04016833, -77.15698833)"
"10/13/2016 04:54:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","40","2010","HOND","TK","39.04638333","-77.112525","(39.04638333, -77.112525)"
"10/13/2016 04:29:00 PM","SAME DIR REAR END","CLEAR","DRY","N/A","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","50","2014","GMC","ACADIA","39.087635","-76.93861","(39.087635, -76.93861)"
"10/13/2016 02:48:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","40","2003","MERCEDES BENZ","ML350","39.00222167","-77.181185","(39.00222167, -77.181185)"
"10/13/2016 01:36:00 PM","OTHER","N/A","N/A","DAYLIGHT","Yes","NO APPARENT INJURY","SIX OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","BACKING","East","10","2004","GMC","PICKUP","39.06084833","-76.97176667","(39.06084833, -76.97176667)"
"10/13/2016 12:25:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED SERIOUS INJURY","THREE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","40","2007","HONDA","ACCORD","39.117455","-77.16903833","(39.117455, -77.16903833)"
"10/13/2016 11:40:00 AM","SAME DIR REAR END","UNKNOWN","UNKNOWN","UNKNOWN","Yes","NO APPARENT INJURY","UNKNOWN","PASSENGER CAR","UNKNOWN","Unknown","25","2011","VOLKSWAGEN","UNK","39.04712747","-76.98562145","(39.04712747, -76.98562145)"
"10/13/2016 11:00:00 AM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","(SPORT) UTILITY VEHICLE","SLOWING OR STOPPING","South","40","2010","VOLK","TOUAREG","39.08097333","-77.14521333","(39.08097333, -77.14521333)"
"10/13/2016 10:24:00 AM","OTHER","CLEAR","DRY","UNKNOWN","Yes","NO APPARENT INJURY","SIX OCLOCK","PICKUP TRUCK","BACKING","North","5","2011","VOLVO","TR","39.15702667","-77.22445167","(39.15702667, -77.22445167)"
"10/13/2016 09:38:00 AM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","55","2006","NISS","4S","39.18761296","-77.25767255","(39.18761296, -77.25767255)"
"10/13/2016 08:39:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","SUSPECTED SERIOUS INJURY","SIX OCLOCK","VAN","SLOWING OR STOPPING","South","40","2010","TOYOTA","SIENNA","39.168215","-77.23187333","(39.168215, -77.23187333)"
"10/13/2016 07:45:00 AM","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","45","2012","HOND","4S","39.17917333","-77.240695","(39.17917333, -77.240695)"
"10/13/2016 01:23:00 AM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","POSSIBLE INJURY","TWELVE OCLOCK","MOTORCYCLE","MOVING CONSTANT SPEED","West","40","2009","KAWASAKI","NINJA","39.00147","-77.17933","(39.00147, -77.17933)"
"10/12/2016 07:50:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","2013","VOLK","JETTA","39.12084869","-77.03904703","(39.12084869, -77.03904703)"
"10/12/2016 05:33:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWO OCLOCK","OTHER","MOVING CONSTANT SPEED","South","35","2014","TOYT","TACOMA TK","39.11629","-77.16580833","(39.11629, -77.16580833)"
"10/12/2016 05:12:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SEVEN OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","45","2010","GMC","YUKON","39.01550446","-76.97787926","(39.01550446, -76.97787926)"
"10/12/2016 04:54:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","30","2014","CHEVROLET","CRUZE","38.98867399","-77.22574621","(38.98867399, -77.22574621)"
"10/12/2016 04:14:00 PM","SAME DIR BOTH LEFT TURN","CLEAR","N/A","DAYLIGHT","No","NO APPARENT INJURY","EIGHT OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","40","2004","TOYOTA","CAMRY","39.04736702","-76.98573008","(39.04736702, -76.98573008)"
"10/12/2016 02:40:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","40","2001","HOND","2S","39.119209","-77.0521","(39.119209, -77.0521)"
"10/12/2016 11:15:00 AM","SINGLE VEHICLE","N/A","DRY","DAYLIGHT","Yes","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","East","25","2002","FORD","VAN","39.03397","-77.03211333","(39.03397, -77.03211333)"
"10/12/2016 10:27:00 AM","ANGLE MEETS LEFT TURN","BLOWING SNOW","DRY","DAYLIGHT","No","SUSPECTED MINOR INJURY","SEVEN OCLOCK","OTHER","MAKING LEFT TURN","West","35","2015","TOY","COROLLA","39.05283167","-77.05085333","(39.05283167, -77.05085333)"
