"crash_date_time","collision_type","weather","surface_condition","light","driver_at_fault","injury_severity","vehicle_first_impact_location","vehicle_body_type","vehicle_movement","vehicle_going_dir","speed_limit","vehicle_year","vehicle_make","vehicle_model","latitude","longitude","location"
"11/04/2023 12:47:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","East","40","2019","CHEVROLET","MALIBU","39.09508167","-77.11312667","(39.09508167, -77.11312667)"
"11/04/2023 12:20:00 PM","OPPOSITE DIRECTION SIDESWIPE","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","30","2012","HONDA","ACCORD","39.01065395","-76.98007029","(39.01065395, -76.98007029)"
"11/04/2023 07:40:00 AM","SINGLE VEHICLE","CLEAR","N/A","DAYLIGHT","No","NO APPARENT INJURY","ROOF TOP","PASSENGER CAR","MOVING CONSTANT SPEED","North","55","2021","MERZ","SD","39.11851567","-76.92673367","(39.11851567, -76.92673367)"
"11/04/2023 03:45:00 AM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","45","2012","CHEVY","MUSTANG","39.104415","-76.93266333","(39.104415, -76.93266333)"
"11/04/2023 02:15:00 AM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","Unknown","35","2002","TOYOTA","TACOMA","39.02708174","-77.05556464","(39.02708174, -77.05556464)"
"11/03/2023 10:29:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","South","35","2019","DODG","UT","39.02141167","-77.012095","(39.02141167, -77.012095)"
"11/03/2023 07:10:00 PM","SINGLE VEHICLE","N/A","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","35","2023","MAZD","WG","39.10638667","-77.207295","(39.10638667, -77.207295)"
"11/03/2023 03:28:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","30","2019","TOYT","4S","38.99894","-77.02598167","(38.99894, -77.02598167)"
"11/03/2023 02:55:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","East","30","2019","KIA","OPTIMA","39.05882483","-77.12176225","(39.05882483, -77.12176225)"
"11/03/2023 12:19:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","TRUCK TRACTOR","MAKING LEFT TURN","East","30","1981","KENW","TT","38.97794683","-77.09904883","(38.97794683, -77.09904883)"
"11/03/2023 11:00:00 AM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","BACKING","South","5","2013","JAGUAR","4D","39.05906407","-77.14290413","(39.05906407, -77.14290413)"
"11/03/2023 08:00:00 AM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","SIX OCLOCK","VAN","BACKING","North","25","2006","CHEV","EXPRESS","39.0870149","-77.08255791","(39.0870149, -77.08255791)"
"11/03/2023 06:45:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","30","2002","TOYT","SIENNA","39.056115","-76.95455167","(39.056115, -76.95455167)"
"11/03/2023 05:06:00 AM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","40","2016","TOYOTA","CAMRY","39.02410182","-77.01134455","(39.02410182, -77.01134455)"
"11/03/2023 12:12:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","STARTING FROM LANE","East","40","2018","HONDA","CRV","39.18126822","-77.23839943","(39.18126822, -77.23839943)"
"11/02/2023 06:56:00 PM","SAME DIR REND LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","CHANGING LANES","North","35","2004","MAZDA","TRIBUTE","38.9958702","-77.00601348","(38.9958702, -77.00601348)"
"11/02/2023 06:41:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","30","2023","TESLA","4D","39.15283667","-77.05671167","(39.15283667, -77.05671167)"
"11/02/2023 05:48:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","SLOWING OR STOPPING","East","30","2015","DODGE","JOURNEY","39.08208025","-76.94739791","(39.08208025, -76.94739791)"
"11/02/2023 03:14:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Unknown","NO APPARENT INJURY","ONE OCLOCK","PICKUP TRUCK","UNKNOWN","West","35","2023","DODGE","1500","39.14795683","-77.14609383","(39.14795683, -77.14609383)"
"11/02/2023 02:24:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","West","40","2023","HYUN","SUV","39.07353","-77.11182833","(39.07353, -77.11182833)"
"11/02/2023 01:06:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Unknown","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","2017","HOND","SD","39.02038484","-76.97667321","(39.02038484, -76.97667321)"
"11/02/2023 11:27:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Unknown","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","ACCELERATING","North","30","2019","TOYT","WG","38.99721","-77.02955833","(38.99721, -77.02955833)"
"11/02/2023 08:45:00 AM","HEAD ON","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2019","HYUNDAI","4S","39.02922385","-77.11097588","(39.02922385, -77.11097588)"
"11/02/2023 08:32:00 AM","OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SEVEN OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","25","2019","TOYT","COROLLA","39.04425685","-77.02233442","(39.04425685, -77.02233442)"
"11/02/2023 04:40:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","ENTERING TRAFFIC LANE","South","35","2022","TOYOTA","PRIUS","39.07712235","-77.12373246","(39.07712235, -77.12373246)"
"11/01/2023 11:30:00 PM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","25","2016","HONDA","CRV","39.07986867","-77.06360967","(39.07986867, -77.06360967)"
"11/01/2023 08:00:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","40","2023","HYUNDAI","4 DOOR","39.04187196","-77.05178493","(39.04187196, -77.05178493)"
"11/01/2023 05:10:00 PM","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","ACCELERATING","South","15","2021","NISS","VERSA","39.20016298","-77.24652363","(39.20016298, -77.24652363)"
"11/01/2023 03:47:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","50","2007","FORD","FOCUS","39.05737883","-76.96847037","(39.05737883, -76.96847037)"
"11/01/2023 01:43:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","40","2017","LINCOLN","MKZ","39.07765517","-76.92970967","(39.07765517, -76.92970967)"
"11/01/2023 10:05:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","South","35","2007","HONDA","CR-V","38.99701017","-77.07726367","(38.99701017, -77.07726367)"
"11/01/2023 09:54:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","25","2003","HONDA","PILOT","39.05103833","-77.05258283","(39.05103833, -77.05258283)"
"11/01/2023 09:30:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PICKUP TRUCK","SLOWING OR STOPPING","North","30","2005","CHEV","TK","39.16911054","-77.19065645","(39.16911054, -77.19065645)"
"11/01/2023 07:26:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAWN","No","NO APPARENT INJURY","TWELVE OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","MOVING CONSTANT SPEED","North","30","2011","FRHT","TRUCK","39.15942968","-77.20580035","(39.15942968, -77.20580035)"
"11/01/2023 04:55:00 AM","OTHER","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","25","2022","HONDA","CIVIC","39.0728005","-76.9497188","(39.0728005, -76.9497188)"
"10/31/2023 11:17:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","25","2011","HONDA","PILOT","39.08075517","-77.10061667","(39.08075517, -77.10061667)"
"10/31/2023 06:51:00 PM","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","EIGHT OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","30","2013","TOYOTA","PRIUS","39.14002097","-77.19646733","(39.14002097, -77.19646733)"
"10/31/2023 06:30:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","ACCELERATING","North","35","2019","FORD","UT","39.16677833","-77.27088","(39.16677833, -77.27088)"
"10/31/2023 05:33:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TEN OCLOCK","VAN","MOVING CONSTANT SPEED","North","25","1992","GM","LLV-A","38.99405596","-77.02202564","(38.99405596, -77.02202564)"
"10/31/2023 03:34:00 PM","SAME DIRECTION SIDESWIPE","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","NINE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2012","TOYT","SU","39.15327167","-77.23077367","(39.15327167, -77.23077367)"
"10/31/2023 02:47:00 PM","SAME DIRECTION SIDESWIPE","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","(SPORT) UTILITY VEHICLE","PASSING","East","25","2018","LANDROVER","RANGE ROVER","39.04752617","-77.16277117","(39.04752617, -77.16277117)"
"10/31/2023 10:35:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","East","45","2017","SUBARU","FORESTER","39.192155","-77.24219333","(39.192155, -77.24219333)"
"10/31/2023 07:45:00 AM","ANGLE MEETS LEFT TURN","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","VAN","MAKING LEFT TURN","West","35","2015","HOND","PV","39.158825","-77.160465","(39.158825, -77.160465)"
"10/31/2023 07:08:00 AM","SAME DIR REAR END","CLEAR","DRY","DAWN","Yes","NO APPARENT INJURY","TWELVE OCLOCK","SCHOOL BUS","MOVING CONSTANT SPEED","South","35","2013","THOM","SB","39.159515","-77.192175","(39.159515, -77.192175)"
"10/30/2023 08:12:00 PM","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DARK LIGHTS ON","No","POSSIBLE INJURY","NINE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","35","2019","TOYOTA","UT","39.01567007","-77.04209593","(39.01567007, -77.04209593)"
"10/30/2023 07:20:00 PM","SAME DIR REAR END","CLOUDY","WET","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","50","2004","CHRY","SEBRING","39.10803392","-77.2108695","(39.10803392, -77.2108695)"
"10/30/2023 07:00:00 PM","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DARK NO LIGHTS","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","40","2017","TOYOTA","CAMRY","39.11902333","-77.171718","(39.11902333, -77.171718)"
"10/30/2023 05:34:00 PM","OTHER","RAINING","WET","DARK NO LIGHTS","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","35","2014","JEEP","WRANGLER","39.02800244","-77.00910496","(39.02800244, -77.00910496)"
"10/30/2023 05:25:00 PM","SAME DIR REAR END","CLEAR","WET","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","SLOWING OR STOPPING","West","40","2018","NISSAN","KICK","39.07598167","-77.00037667","(39.07598167, -77.00037667)"
"10/30/2023 05:10:00 PM","SAME DIR BOTH LEFT TURN","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","35","2020","FORD","ECO SPORT","39.0526905","-77.12629217","(39.0526905, -77.12629217)"
"10/30/2023 04:25:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2022","THOMAS","CONV-MSDE-C-8","39.07440002","-77.13582493","(39.07440002, -77.13582493)"
"10/30/2023 01:51:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","North","30","2019","LEXS","4D","38.9971265","-77.0334099","(38.9971265, -77.0334099)"
"10/30/2023 12:14:00 PM","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","East","25","2023","NISSAN","ALTIMA","39.19735743","-77.24991357","(39.19735743, -77.24991357)"
"10/30/2023 11:45:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","35","2007","HOND","CP","39.15065167","-77.16545333","(39.15065167, -77.16545333)"
"10/30/2023 08:07:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","SUSPECTED MINOR INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","25","2018","CHEV","TRAX","39.02383333","-77.02896833","(39.02383333, -77.02896833)"
"10/30/2023 07:35:00 AM","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","ENTERING TRAFFIC LANE","South","30","2022","TOYOTA","RAV4","39.06935804","-77.10472858","(39.06935804, -77.10472858)"
"10/29/2023 08:02:00 PM","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","West","25","2015","NISSAN","ALTIMA","39.04189383","-77.05182317","(39.04189383, -77.05182317)"
"10/29/2023 01:29:00 PM","SAME DIR REAR END","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","40","2002","NISSAN","XTERRA","39.16824633","-77.28000383","(39.16824633, -77.28000383)"
"10/29/2023 01:10:00 PM","SAME DIR REAR END","CLEAR","N/A","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","30","2022","HYUNDAI","ACCENT","39.07361733","-77.09528983","(39.07361733, -77.09528983)"
"10/29/2023 05:55:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","N/A","DARK LIGHTS ON","No","NO APPARENT INJURY","TWELVE OCLOCK","POLICE VEHICLE/EMERGENCY","ACCELERATING","North","25","2015","JEEP","UT","39.14121101","-77.19350638","(39.14121101, -77.19350638)"
"10/29/2023 02:21:00 AM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","East","35","2017","FORD","EXPLORER","39.154335","-77.20922333","(39.154335, -77.20922333)"
"10/28/2023 09:53:00 PM","SINGLE VEHICLE","N/A","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SKIDDING","West","40","2007","GMC","YUKON","39.13251417","-77.38565517","(39.13251417, -77.38565517)"
"10/28/2023 08:07:00 PM","SAME DIR REAR END","CLOUDY","DRY","DARK NO LIGHTS","No","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","40","2021","HONDA","CRV","39.116037","-77.24683983","(39.116037, -77.24683983)"
"10/28/2023 07:33:00 PM","HEAD ON LEFT TURN","N/A","N/A","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","35","2017","MAZDA","CX5","39.05231167","-77.16411167","(39.05231167, -77.16411167)"
"10/28/2023 06:40:00 PM","HEAD ON","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","25","2021","HOND","CR-V","39.14046518","-77.20217768","(39.14046518, -77.20217768)"
"10/28/2023 06:05:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","25","2004","LEXUS","LS430","39.05946175","-77.11740592","(39.05946175, -77.11740592)"
"10/28/2023 03:57:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","30","2014","TOYOTA","CAMRY","39.23174441","-77.24436337","(39.23174441, -77.24436337)"
"10/28/2023 01:50:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","South","35","2010","GMC","PK","39.15470307","-77.19241082","(39.15470307, -77.19241082)"
"10/28/2023 01:12:00 PM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","35","2022","TOYOTA","CAMRY","38.99821828","-77.00312588","(38.99821828, -77.00312588)"
"10/28/2023 12:30:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","40","2009","ACURA","MDX","39.264584","-77.20471217","(39.264584, -77.20471217)"
"10/28/2023 11:40:00 AM","OTHER","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","30","2017","HOND","VN","39.108775","-77.0281485","(39.108775, -77.0281485)"
"10/28/2023 08:15:00 AM","ANGLE MEETS LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","VAN","MAKING LEFT TURN","South","35","2008","DODGE","CARAVAN","39.16736","-77.17354","(39.16736, -77.17354)"
"10/27/2023 09:03:00 PM","SAME DIRECTION LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","45","2020","HONDA","4DR","39.19351713","-77.26990683","(39.19351713, -77.26990683)"
"10/27/2023 06:42:00 PM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","UNKNOWN","South","35","2016","TOYOTA","COROLLA","39.047402","-77.07582","(39.047402, -77.07582)"
"10/27/2023 05:15:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","East","50","2013","INFINITY","G37X","39.10985578","-77.216822","(39.10985578, -77.216822)"
"10/27/2023 03:44:00 PM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","TRANSIT BUS","STOPPED IN TRAFFIC LANE","South","40","2014","GILL","BU","39.16339072","-77.22634012","(39.16339072, -77.22634012)"
"10/27/2023 12:57:00 PM","SAME DIRECTION SIDESWIPE","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","UNKNOWN","MOVING CONSTANT SPEED","South","30","2000","FORD","F150","38.9675935","-77.08887983","(38.9675935, -77.08887983)"
"10/27/2023 11:55:00 AM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PICKUP TRUCK","MOVING CONSTANT SPEED","East","35","2018","RAM","2500","39.11728987","-77.251169","(39.11728987, -77.251169)"
"10/27/2023 10:30:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","SUSPECTED MINOR INJURY","SEVEN OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","35","2022","TOYT","UT","39.04016833","-76.99096333","(39.04016833, -76.99096333)"
"10/27/2023 07:25:00 AM","ANGLE MEETS RIGHT TURN","CLEAR","DRY","DAWN","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","VAN","MAKING RIGHT TURN","North","40","2003","CHEVROLET","VAN","39.0225518","-76.97791","(39.0225518, -76.97791)"
"10/27/2023 04:46:00 AM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","40","2014","DODGE","AVENGER","39.02273986","-77.01156713","(39.02273986, -77.01156713)"
"10/26/2023 08:28:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","EIGHT OCLOCK","PASSENGER CAR","ACCELERATING","North","40","2005","HOND","2S","39.04753286","-77.11302466","(39.04753286, -77.11302466)"
"10/26/2023 04:57:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","THREE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","35","2007","BMW","PC","39.11547683","-77.05180917","(39.11547683, -77.05180917)"
"10/26/2023 03:45:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2015","TOYOTA","SIENNA","39.0710955","-77.10044633","(39.0710955, -77.10044633)"
"10/26/2023 02:00:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","MOTORCYCLE","MOVING CONSTANT SPEED","North","30","2007","SUZUKI","SPORT","39.1543429","-77.1310981","(39.1543429, -77.1310981)"
"10/26/2023 12:22:00 PM","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWO OCLOCK","TRANSIT BUS","MOVING CONSTANT SPEED","South","30","2022","NFLY","548","38.99665061","-77.02781858","(38.99665061, -77.02781858)"
"10/26/2023 11:06:00 AM","OTHER","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","45","2022","TESLA","3","39.18832483","-77.25120933","(39.18832483, -77.25120933)"
"10/26/2023 09:50:00 AM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","EIGHT OCLOCK","TRANSIT BUS","MOVING CONSTANT SPEED","West","30","2021","GILG","BUS","39.10336443","-77.19634317","(39.10336443, -77.19634317)"
"10/26/2023 08:12:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SEVEN OCLOCK","TRANSIT BUS","STOPPED IN TRAFFIC LANE","West","30","2017","GILG","BU","39.09537433","-77.109365","(39.09537433, -77.109365)"
"10/26/2023 06:50:00 AM","SAME DIRECTION SIDESWIPE","CLOUDY","DRY","DARK NO LIGHTS","No","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2018","HOND","UT","39.07573976","-77.00149704","(39.07573976, -77.00149704)"
"10/25/2023 08:49:00 PM","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWO OCLOCK","PICKUP TRUCK","STARTING FROM LANE","South","40","2008","TOYOTA","TACOMA","39.01721581","-76.97727905","(39.01721581, -76.97727905)"
"10/25/2023 06:45:00 PM","OTHER","CLEAR","DRY","DUSK","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","25","2017","TOYT","TK","39.05877525","-77.12055357","(39.05877525, -77.12055357)"
"10/25/2023 06:22:00 PM","OTHER","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","SIX OCLOCK","(SPORT) UTILITY VEHICLE","BACKING","South","35","2010","NISSAN","ROGUE","38.99329227","-77.01775623","(38.99329227, -77.01775623)"
"10/25/2023 05:22:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TEN OCLOCK","MOTORCYCLE","SLOWING OR STOPPING","South","35","2019","YAMAHA","YZR3","38.99854902","-77.00107327","(38.99854902, -77.00107327)"
